Data Source in SDW: http://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=674b45f478b7c655939c4c091b855685&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=3&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_9Y
2007-11-01,4.246015,4.275582,4.301804,4.324945,4.345339,4.363324,4.001611,4.427085,4.464517,4.026352,4.488365,3.879902,4.025981,4.038020,4.064488,3.939402,4.099752,4.138407,4.176832,4.213010
2007-10-31,4.271043,4.298927,4.323791,4.345829,4.365317,4.382549,4.020567,4.443900,4.480027,4.063584,4.503055,3.875977,4.069541,4.081318,4.104743,3.943761,4.136219,4.171249,4.206541,4.240131
2007-10-30,4.228655,4.258963,4.285708,4.309220,4.329877,4.348054,3.980204,4.412259,4.449862,3.994256,4.473814,3.878319,3.992594,4.007060,4.036901,3.929729,4.075333,4.116576,4.156977,4.194606
2007-10-29,4.198021,4.228749,4.256126,4.280387,4.301840,4.320815,3.936871,4.388406,4.428237,3.951688,4.453637,3.880511,3.959591,3.978908,4.009560,3.907701,4.047054,4.087079,4.126614,4.163883
2007-10-26,4.207337,4.237843,4.264948,4.288919,4.310084,4.328780,3.930374,4.395254,4.434372,3.948000,4.459313,3.877648,3.960300,3.983225,4.016331,3.902612,4.055313,4.096134,4.136007,4.173324
2007-10-25,4.181351,4.212700,4.240548,4.265170,4.286908,4.306108,3.909345,4.374371,4.414544,3.918890,4.440161,3.869898,3.928475,3.951080,3.984892,3.889445,4.024970,4.066982,4.108008,4.146386
2007-10-24,4.194054,4.224768,4.252104,4.276310,4.297704,4.316617,3.920859,4.383946,4.423606,3.940822,4.448899,3.857370,3.951534,3.972525,4.004216,3.887405,4.042355,4.082766,4.122515,4.159886
2007-10-23,4.229442,4.259885,4.287087,4.311244,4.332643,4.351592,3.958280,4.419232,4.459137,3.993960,4.484578,3.846341,4.003189,4.019539,4.047117,3.898512,4.082287,4.120711,4.159181,4.195753
2007-10-22,4.218643,4.249419,4.276873,4.301223,4.322770,4.341837,3.945847,4.409809,4.449876,3.977176,4.475420,3.844124,3.986166,4.003553,4.032410,3.891841,4.068748,4.108135,4.147361,4.184514
2007-10-19,4.284872,4.315863,4.343208,4.367249,4.388376,4.406969,3.972142,4.472661,4.511116,4.014121,4.535582,3.840188,4.028317,4.051309,4.085780,3.902302,4.126884,4.169832,4.211449,4.250030
2007-10-18,4.334039,4.363579,4.389614,4.412485,4.432568,4.450232,4.010075,4.512580,4.549047,4.066640,4.572237,3.850830,4.085515,4.109373,4.143112,3.924542,4.182793,4.224044,4.263905,4.300786
2007-10-17,4.413949,4.442601,4.468185,4.490902,4.511024,4.528846,4.045053,4.592462,4.629949,4.143687,4.653789,3.833468,4.179627,4.206886,4.238165,3.926387,4.273680,4.310925,4.347594,4.382192
2007-10-16,4.431131,4.459043,4.484050,4.506315,4.526082,4.543619,4.055595,4.606406,4.643488,4.167414,4.667078,3.818807,4.206543,4.233248,4.262758,3.922355,4.296305,4.331760,4.366930,4.400322
2007-10-15,4.426715,4.451620,4.474007,4.493987,4.511755,4.527540,4.072423,4.584176,4.617698,4.195340,4.639055,3.807731,4.233971,4.256337,4.280483,3.923552,4.308679,4.339174,4.369891,4.399351
2007-10-12,4.403493,4.429036,4.451831,4.472062,4.489977,4.505841,4.027389,4.562456,4.595840,4.139283,4.617099,3.811037,4.183860,4.214159,4.244761,3.903998,4.277611,4.311322,4.344226,4.375154
2007-10-11,4.388214,4.414290,4.437428,4.457878,4.475931,4.491879,3.972337,4.548595,4.581959,4.085785,4.603200,3.779556,4.140600,4.180308,4.217767,3.860380,4.255240,4.291980,4.326848,4.359050
2007-10-10,4.356655,4.383701,4.407652,4.428785,4.447415,4.463853,3.964606,4.522201,4.556481,4.059526,4.578305,3.795486,4.105799,4.142545,4.179824,3.867347,4.218326,4.256498,4.292822,4.326346
2007-10-09,4.315267,4.343182,4.367828,4.389522,4.408610,4.425428,3.939751,4.484984,4.519926,4.014777,4.542178,3.805725,4.055116,4.091475,4.130325,3.863042,4.170873,4.210992,4.248981,4.283868
2007-10-08,4.344133,4.372807,4.397973,4.420022,4.439354,4.456340,3.935804,4.516230,4.551250,4.011699,4.573526,3.813103,4.058544,4.101841,4.146507,3.864744,4.191496,4.234851,4.275137,4.311626
2007-10-05,4.340362,4.370436,4.396842,4.419988,4.440285,4.458123,3.934020,4.521034,4.557815,4.001697,4.581202,3.823032,4.045443,4.088403,4.134111,3.870098,4.180753,4.225959,4.268081,4.306291
2007-10-04,4.298098,4.328090,4.354431,4.377520,4.397767,4.415559,3.918875,4.478308,4.515009,3.975334,4.538363,3.818038,4.011877,4.050713,4.094202,3.861733,4.139689,4.184300,4.226107,4.264139
2007-10-03,4.296231,4.327161,4.354365,4.378233,4.399181,4.417601,3.920056,4.482614,4.520653,3.975558,4.544851,3.810862,4.008972,4.045770,4.088534,3.859021,4.134202,4.179502,4.222239,4.261277
2007-10-02,4.334772,4.365416,4.392316,4.415883,4.436543,4.454692,3.942808,4.518654,4.556028,4.005942,4.579786,3.822353,4.043335,4.082404,4.126473,3.875094,4.172830,4.218413,4.261167,4.300059
2007-10-01,4.349634,4.380819,4.408158,4.432087,4.453048,4.471452,3.937703,4.536253,4.574085,4.004673,4.598123,3.816884,4.046177,4.088624,4.135275,3.869261,4.183573,4.230618,4.274487,4.314242
2007-09-28,4.354295,4.384150,4.410406,4.433443,4.453658,4.471433,3.960526,4.534153,4.570830,4.036308,4.594146,3.809484,4.074989,4.112181,4.153811,3.875735,4.197929,4.241640,4.282880,4.320557
2007-09-27,4.394691,4.424722,4.451075,4.474158,4.494387,4.512156,3.982528,4.574747,4.611290,4.063301,4.634499,3.826953,4.105948,4.146176,4.190039,3.894805,4.235741,4.280542,4.322510,4.360658
2007-09-26,4.397612,4.428967,4.456770,4.481341,4.503034,4.522201,3.972428,4.590386,4.630468,4.051923,4.655935,3.850042,4.101130,4.145386,4.190625,3.900786,4.236504,4.281321,4.323610,4.362493
2007-09-25,4.321719,4.353678,4.382306,4.407827,4.430526,4.450706,3.940027,4.523297,4.566373,3.995837,4.593821,3.863838,4.036522,4.076591,4.118984,3.894726,4.162747,4.206127,4.247640,4.286330
2007-09-24,4.361830,4.393265,4.421355,4.446349,4.468545,4.488255,3.953883,4.559003,4.600907,4.022917,4.627585,3.860424,4.070694,4.114569,4.158921,3.898033,4.203570,4.247195,4.288575,4.326912
2007-09-21,4.360707,4.391829,4.419676,4.444479,4.466525,4.486113,3.957783,4.556498,4.598223,4.028759,4.624795,3.858568,4.075915,4.118469,4.161484,3.898732,4.204995,4.247715,4.288395,4.326198
2007-09-20,4.344800,4.375261,4.402786,4.427489,4.449575,4.469289,3.978624,4.540674,4.583252,4.056972,4.610411,3.843547,4.096243,4.128515,4.162760,3.900407,4.199745,4.237927,4.275589,4.311463
2007-09-19,4.283399,4.312330,4.338917,4.363144,4.385098,4.404925,3.953913,4.478375,4.523142,4.017020,4.551905,3.863684,4.054815,4.086311,4.118036,3.900056,4.151279,4.185425,4.219414,4.252296
2007-09-18,4.227601,4.255357,4.281063,4.304619,4.326052,4.345468,3.970680,4.417750,4.461997,4.015243,4.490485,3.893259,4.037251,4.056712,4.079706,3.925768,4.106750,4.136526,4.167422,4.198096
2007-09-17,4.194468,4.223447,4.250168,4.274570,4.296715,4.316733,3.946972,4.391002,4.436339,3.973759,4.465512,3.901370,3.991011,4.010907,4.036128,3.920696,4.065779,4.098004,4.131026,4.163484
2007-09-14,4.168754,4.198603,4.226067,4.251108,4.273804,4.294302,3.921117,4.370239,4.416546,3.940169,4.446340,3.890076,3.955840,3.976571,4.003415,3.903329,4.034811,4.068649,4.103082,4.136745
2007-09-13,4.196559,4.226224,4.253556,4.278506,4.301145,4.321609,3.937780,4.397552,4.443929,3.964620,4.473771,3.895413,3.983649,4.005591,4.032654,3.913162,4.063849,4.097349,4.131434,4.164794
2007-09-12,4.162858,4.196984,4.227821,4.255490,4.280222,4.302293,3.917603,4.382208,4.429915,3.910818,4.460399,3.910785,3.913839,3.932488,3.963536,3.916126,4.002015,4.043660,4.085459,4.125533
2007-09-11,4.136377,4.171143,4.202824,4.231509,4.257380,4.280664,3.890436,4.366522,4.418741,3.866670,4.452310,3.935732,3.872307,3.896716,3.932112,3.917531,3.973042,4.015843,4.058167,4.098603
2007-09-10,4.149531,4.183395,4.213808,4.241010,4.265291,4.286956,3.876256,4.365578,4.412725,3.852372,4.442924,3.930622,3.863579,3.894759,3.936143,3.908137,3.981571,4.027305,4.071190,4.112096
2007-09-07,4.219329,4.252026,4.281105,4.306905,4.329784,4.350087,3.896597,4.423044,4.466415,3.890586,4.494121,3.933690,3.914637,3.954621,4.001682,3.917356,4.050453,4.097836,4.142183,4.182750
2007-09-06,4.239844,4.270355,4.298014,4.322947,4.345346,4.365440,3.946789,4.439046,4.483528,3.963371,4.512064,3.934343,3.986954,4.017988,4.054242,3.939009,4.093093,4.132355,4.170476,4.206481
2007-09-05,4.262684,4.291999,4.317975,4.340912,4.361149,4.379022,3.972332,4.442594,4.480030,3.991342,4.503895,3.924616,4.008696,4.036442,4.072729,3.947165,4.113198,4.154234,4.193526,4.229842
2007-09-04,4.268750,4.299504,4.326941,4.351300,4.372881,4.392004,3.982080,4.460372,4.500769,4.011401,4.526519,3.888465,4.024060,4.046049,4.078458,3.932895,4.116997,4.157541,4.197278,4.234600
2007-09-03,4.283860,4.313606,4.340156,4.363735,4.384632,4.403151,3.990795,4.469394,4.508551,4.030802,4.533514,3.876838,4.046517,4.068664,4.100119,3.929907,4.137313,4.176429,4.214790,4.250847
2007-08-31,4.302268,4.330797,4.356146,4.378578,4.398404,4.415935,3.983622,4.478417,4.515256,4.035474,4.538735,3.861794,4.059583,4.086667,4.120603,3.916927,4.158685,4.197703,4.235378,4.270423
2007-08-30,4.252498,4.283765,4.311423,4.335804,4.357283,4.376227,3.967720,4.443435,4.482918,3.983753,4.508065,3.886510,3.992228,4.015492,4.051203,3.927399,4.093227,4.136696,4.178611,4.217419
2007-08-29,4.230215,4.261812,4.289752,4.314374,4.336059,4.355179,3.953330,4.422983,4.462809,3.964485,4.488180,3.874056,3.969832,3.991730,4.027114,3.914883,4.069319,4.113174,4.155527,4.194758
2007-08-28,4.257312,4.286586,4.312842,4.336263,4.357102,4.375634,3.970309,4.442342,4.481995,3.995911,4.507319,3.923638,4.016405,4.043261,4.076708,3.944181,4.114013,4.152387,4.189791,4.224976
2007-08-27,4.274835,4.302037,4.326205,4.347581,4.366461,4.383146,4.018738,4.442541,4.477539,4.043191,4.499860,3.941883,4.054520,4.074557,4.104016,3.978246,4.138922,4.175488,4.211155,4.244487
2007-08-24,4.245930,4.274592,4.300626,4.324127,4.345263,4.364239,3.979993,4.433834,4.475935,3.993389,4.502960,3.970076,4.013560,4.041043,4.073802,3.973844,4.109363,4.145621,4.181050,4.214669
2007-08-23,4.280735,4.309183,4.334630,4.357312,4.377500,4.395469,3.999534,4.460356,4.499084,4.003161,4.523852,4.013953,4.025119,4.058136,4.096726,4.007243,4.137092,4.176793,4.214389,4.249134
2007-08-22,4.286305,4.313651,4.338459,4.360850,4.380997,4.399100,3.971741,4.465659,4.506051,4.009678,4.532010,3.934489,4.044461,4.079942,4.116513,3.948351,4.153363,4.189476,4.224007,4.256387
2007-08-21,4.231687,4.266263,4.296445,4.322805,4.345874,4.366127,3.857617,4.437519,4.479297,3.838913,4.505884,3.933239,3.869281,3.921516,3.981164,3.899944,4.040733,4.096580,4.147180,4.192149
2007-08-20,4.281611,4.312172,4.339167,4.362971,4.383963,4.402503,3.945225,4.468508,4.507421,3.955687,4.532222,3.954774,3.985459,4.026728,4.073248,3.949732,4.120676,4.166317,4.208699,4.247174
2007-08-17,4.274664,4.302585,4.326671,4.347495,4.365570,4.381334,3.936414,4.436328,4.468309,3.937491,4.488676,3.953610,3.966369,4.011731,4.063327,3.946913,4.114654,4.162327,4.204961,4.242304
2007-08-16,4.262940,4.289215,4.311986,4.331741,4.348933,4.363954,3.983534,4.416508,4.447136,3.974981,4.466656,3.998945,3.992127,4.027290,4.070812,3.994501,4.115961,4.158954,4.198042,4.232675
2007-08-15,4.318583,4.340651,4.360079,4.377147,4.392144,4.405348,4.078705,4.452094,4.479559,4.106878,4.497088,3.980958,4.120586,4.142244,4.171122,4.028785,4.203215,4.235399,4.265840,4.293662
2007-08-14,4.390839,4.409685,4.426444,4.441290,4.454426,4.466053,4.168018,4.507598,4.532177,4.218860,4.547882,3.982293,4.232710,4.249029,4.270966,4.074146,4.296039,4.321806,4.346683,4.369816
2007-08-13,4.367400,4.386564,4.403615,4.418724,4.432094,4.443931,4.157136,4.486230,4.511261,4.199537,4.527258,3.987220,4.209965,4.224867,4.246328,4.072176,4.271390,4.297371,4.322561,4.346037
2007-08-10,4.353940,4.372843,4.389680,4.404614,4.417838,4.429553,4.146349,4.471464,4.496291,4.189996,4.512167,3.970455,4.200138,4.214432,4.235228,4.058460,4.259661,4.285089,4.309809,4.332896
2007-08-09,4.360446,4.376029,4.390212,4.403014,4.414515,4.424824,4.216660,4.462480,4.485186,4.257614,4.499780,4.004466,4.258602,4.262865,4.273872,4.114268,4.289439,4.307243,4.325625,4.343552
2007-08-08,4.415801,4.428103,4.439505,4.449961,4.459481,4.468114,4.274575,4.500359,4.520219,4.334427,4.533071,4.005975,4.341154,4.344993,4.352419,4.145060,4.363096,4.375739,4.389220,4.402743
2007-08-07,4.349196,4.362998,4.375719,4.387322,4.397838,4.407331,4.233497,4.442486,4.463953,4.271968,4.477811,3.984762,4.269783,4.270564,4.277730,4.119509,4.289492,4.303803,4.319129,4.334463
2007-08-06,4.327488,4.342447,4.356177,4.368653,4.379923,4.390069,4.217276,4.427436,4.450135,4.247220,4.464763,3.965461,4.241255,4.241165,4.248922,4.105574,4.261954,4.277787,4.294657,4.311443
2007-08-03,4.330113,4.344021,4.356944,4.368807,4.379613,4.389412,4.234123,4.425981,4.448474,4.266461,4.463029,3.997328,4.259609,4.257084,4.261972,4.125507,4.272210,4.285557,4.300334,4.315418
2007-08-02,4.369729,4.383195,4.395734,4.407268,4.417794,4.427353,4.258584,4.463133,4.485200,4.304912,4.499487,3.973407,4.301158,4.299394,4.304216,4.125719,4.314033,4.326821,4.341011,4.355538
2007-08-01,4.337833,4.352468,4.366041,4.378485,4.389807,4.400064,4.225327,4.438276,4.461735,4.265799,4.476901,3.986674,4.261101,4.259486,4.265226,4.111654,4.276384,4.290679,4.306380,4.322336
2007-07-31,4.353259,4.367577,4.380874,4.393075,4.404186,4.414258,4.239005,4.451833,4.474928,4.283192,4.489862,3.981824,4.278954,4.277241,4.282670,4.116732,4.293422,4.307281,4.322558,4.338118
2007-07-30,4.309464,4.325507,4.340370,4.353979,4.366348,4.377539,4.212247,4.419127,4.444589,4.240662,4.461033,3.981003,4.229536,4.225267,4.230482,4.104982,4.242272,4.257787,4.274966,4.292465
2007-07-27,4.324174,4.339628,4.354003,4.367209,4.379244,4.390160,4.225835,4.430904,4.455954,4.259966,4.472153,3.977995,4.249905,4.245323,4.249695,4.109901,4.260466,4.274961,4.291201,4.307876
2007-07-26,4.351428,4.366011,4.379835,4.392734,4.404642,4.415559,4.241561,4.457167,4.483259,4.297922,4.500243,4.011268,4.294037,4.287918,4.288836,4.123518,4.296124,4.307640,4.321517,4.336411
2007-07-25,4.398437,4.410973,4.423003,4.434340,4.444893,4.454633,4.271732,4.492252,4.516153,4.349784,4.531788,4.024185,4.354298,4.349494,4.348873,4.140153,4.353602,4.362294,4.373406,4.385733
2007-07-24,4.406281,4.419179,4.431544,4.443185,4.454012,4.464001,4.280806,4.502529,4.526977,4.359161,4.542958,4.012265,4.361457,4.355702,4.354946,4.139961,4.359896,4.368945,4.380458,4.393189
2007-07-23,4.405990,4.418483,4.430476,4.441778,4.452300,4.462013,4.283440,4.499526,4.523361,4.363802,4.538950,3.994367,4.364904,4.358321,4.357003,4.133176,4.361462,4.370029,4.381065,4.393334
2007-07-20,4.429346,4.440648,4.451492,4.461710,4.471222,4.480005,4.288116,4.513949,4.535538,4.380098,4.549669,3.992770,4.387890,4.384420,4.384227,4.132308,4.388703,4.396662,4.406743,4.417884
2007-07-19,4.536716,4.548174,4.559076,4.569292,4.578765,4.587487,4.314717,4.621052,4.642320,4.447217,4.656210,3.967825,4.474453,4.480499,4.485304,4.126478,4.492584,4.502181,4.513232,4.524938
2007-07-18,4.546023,4.558684,4.570671,4.581861,4.592206,4.601708,4.311456,4.638098,4.661045,4.445403,4.675995,3.956640,4.473432,4.480747,4.487089,4.119534,4.495990,4.507194,4.519780,4.532924
2007-07-17,4.551228,4.563348,4.574729,4.585286,4.594996,4.603878,4.309063,4.637635,4.658773,4.442600,4.672514,3.958796,4.473085,4.482990,4.491220,4.119758,4.501249,4.512970,4.525632,4.538550
2007-07-16,4.554100,4.567032,4.579122,4.590298,4.600550,4.609907,4.299207,4.645321,4.667406,4.433099,4.681737,3.956872,4.465892,4.477938,4.487982,4.113522,4.499572,4.512658,4.526522,4.540496
2007-07-13,4.563844,4.576458,4.588136,4.598847,4.608608,4.617468,4.312403,4.650661,4.671158,4.440736,4.684413,3.945366,4.471112,4.483992,4.495526,4.118595,4.508326,4.522168,4.536387,4.550410
2007-07-12,4.568307,4.582170,4.594962,4.606659,4.617291,4.626921,4.308243,4.662832,4.684903,4.434959,4.699144,3.940931,4.465323,4.479168,4.492135,4.114992,4.506569,4.522091,4.537938,4.553483
2007-07-11,4.515962,4.531004,4.544875,4.557547,4.569052,4.579460,4.279551,4.618169,4.641887,4.388892,4.657179,3.932937,4.411586,4.422444,4.434677,4.099908,4.449513,4.465998,4.483057,4.499883
2007-07-10,4.552181,4.565764,4.578268,4.589682,4.600045,4.609420,4.285085,4.644329,4.665760,4.413484,4.679589,3.931125,4.446679,4.462221,4.476070,4.097164,4.490894,4.506506,4.522262,4.537611
2007-07-09,4.615093,4.627908,4.639627,4.650275,4.659909,4.668603,4.303370,4.700851,4.720587,4.453070,4.733307,3.939003,4.499034,4.521254,4.538440,4.105692,4.554752,4.570797,4.586379,4.601214
2007-07-06,4.630137,4.642477,4.653758,4.664007,4.673278,4.681647,4.315516,4.712689,4.731693,4.470276,4.743942,3.928489,4.516812,4.538998,4.555930,4.106839,4.571842,4.587399,4.602457,4.616765
2007-07-05,4.591088,4.604929,4.617645,4.629236,4.639749,4.649253,4.297566,4.684602,4.706278,4.438745,4.720253,3.921280,4.477648,4.496182,4.511790,4.096842,4.527740,4.544121,4.560431,4.576195
2007-07-04,4.545382,4.559372,4.572280,4.584083,4.594811,4.604527,4.281773,4.640772,4.663056,4.409545,4.677442,3.912694,4.440623,4.454956,4.468266,4.087586,4.482958,4.498689,4.514714,4.530416
2007-07-03,4.486853,4.501798,4.515637,4.528320,4.539867,4.550336,4.262466,4.589435,4.613493,4.368477,4.629031,3.912002,4.388330,4.397267,4.408156,4.082057,4.422033,4.437842,4.454435,4.470958
2007-07-02,4.480608,4.494373,4.507225,4.519084,4.529942,4.539834,4.269277,4.577123,4.600279,4.378109,4.615288,3.912834,4.396675,4.403202,4.411526,4.084862,4.422971,4.436584,4.451251,4.466117
2007-06-29,4.505340,4.519391,4.532468,4.544507,4.555511,4.565522,4.268855,4.603176,4.626507,4.388235,4.641615,3.906090,4.412675,4.422390,4.432628,4.078917,4.445333,4.459826,4.475135,4.490482
2007-06-28,4.509577,4.524222,4.537802,4.550268,4.561636,4.571960,4.255109,4.610657,4.634560,4.377351,4.650018,3.915812,4.406490,4.419243,4.431536,4.074467,4.445781,4.461504,4.477824,4.494013
2007-06-27,4.489537,4.505766,4.520779,4.534530,4.547046,4.558393,4.235992,4.600774,4.626853,4.349344,4.643690,3.916174,4.376222,4.389066,4.402498,4.066229,4.418392,4.435981,4.454210,4.472245
2007-06-26,4.547763,4.564181,4.579114,4.592608,4.604753,4.615663,4.243648,4.655723,4.679984,4.370214,4.695558,3.915973,4.408647,4.430187,4.449847,4.068220,4.470083,4.490608,4.510728,4.529893
2007-06-25,4.552751,4.569427,4.584565,4.598222,4.610500,4.621519,4.236853,4.661903,4.686320,4.366544,4.701985,3.913130,4.407728,4.431070,4.451969,4.062359,4.473112,4.494323,4.514976,4.534555
2007-06-22,4.606997,4.623951,4.639493,4.653637,4.666449,4.678020,4.258189,4.720971,4.747244,4.410986,4.764149,3.915174,4.461290,4.486982,4.507858,4.068746,4.528368,4.548973,4.569244,4.588699
2007-06-21,4.577705,4.593869,4.608729,4.622283,4.634583,4.645711,4.247948,4.687136,4.712557,4.395766,4.728941,3.910799,4.442731,4.465947,4.484842,4.062111,4.503693,4.522879,4.541925,4.560321
2007-06-20,4.589747,4.606976,4.623170,4.638209,4.652060,4.664746,4.258859,4.713093,4.743420,4.420608,4.763104,3.906806,4.468677,4.487969,4.502459,4.061918,4.517973,4.535142,4.553318,4.571724
2007-06-19,4.556659,4.576527,4.595103,4.612285,4.628058,4.642464,4.227626,4.697085,4.731170,4.370332,4.753243,3.913441,4.414537,4.435240,4.452827,4.052589,4.471884,4.492603,4.514169,4.535734
2007-06-18,4.601045,4.620553,4.638782,4.655636,4.671106,4.685235,4.254609,4.738813,4.772251,4.409690,4.793897,3.908069,4.457573,4.479773,4.498014,4.062324,4.517266,4.537905,4.559231,4.580476
2007-06-15,4.601578,4.620135,4.637501,4.653582,4.668361,4.681876,4.255474,4.733262,4.765432,4.414710,4.786290,3.901096,4.463897,4.486151,4.503805,4.058711,4.522132,4.541691,4.561895,4.582042
2007-06-14,4.557856,4.575218,4.591543,4.606718,4.620708,4.633536,4.240429,4.682565,4.713435,4.391391,4.733512,3.896647,4.435564,4.454299,4.469177,4.050129,4.485163,4.502687,4.521107,4.539689
2007-06-13,4.588384,4.604575,4.619785,4.633918,4.646949,4.658901,4.256254,4.704639,4.733494,4.418426,4.752283,3.886573,4.467142,4.488072,4.503764,4.052074,4.519657,4.536522,4.553960,4.571404
2007-06-12,4.548841,4.564782,4.579810,4.593809,4.606741,4.618617,4.249395,4.664177,4.692984,4.398059,4.711763,3.889255,4.438759,4.455264,4.468392,4.052553,4.482695,4.498521,4.515255,4.532208
2007-06-11,4.496361,4.512237,4.527238,4.541232,4.554173,4.566066,4.228256,4.611733,4.640634,4.361373,4.659491,3.890299,4.394686,4.407442,4.418528,4.044864,4.431664,4.446806,4.463137,4.479858
2007-06-08,4.503367,4.519692,4.535109,4.549487,4.562777,4.574989,4.229522,4.621851,4.651486,4.363752,4.670812,3.893455,4.398033,4.411422,4.423027,4.046672,4.436668,4.452322,4.469165,4.486386
2007-06-07,4.467302,4.481595,4.495226,4.508033,4.519945,4.530943,4.236511,4.573554,4.600768,4.362924,4.618601,3.881392,4.388221,4.395242,4.402086,4.046977,4.411830,4.424125,4.438015,4.452626
2007-06-06,4.419500,4.432973,4.445893,4.458084,4.469458,4.479988,4.219515,4.520983,4.547296,4.335090,4.564585,3.869571,4.353748,4.356870,4.361126,4.034902,4.368938,4.379679,4.392270,4.405775
2007-06-05,4.417505,4.429662,4.441543,4.452922,4.463665,4.473709,4.232729,4.513557,4.539628,4.356280,4.556899,3.868264,4.373387,4.372300,4.372261,4.038571,4.376330,4.383953,4.393994,4.405435
2007-06-04,4.393673,4.405922,4.417932,4.429458,4.440357,4.450558,4.231532,4.491106,4.517678,4.345201,4.535293,3.865993,4.356017,4.351730,4.350037,4.039410,4.353219,4.360375,4.370196,4.381572
2007-06-01,4.385691,4.397968,4.410012,4.421576,4.432514,4.442755,4.229396,4.483483,4.510188,4.339922,4.527897,3.863910,4.349139,4.344208,4.342243,4.038211,4.345299,4.352396,4.362195,4.373572
2007-05-31,4.368780,4.380880,4.392665,4.403919,4.414521,4.424414,4.210617,4.463526,4.489033,4.315034,4.505916,3.861619,4.325357,4.322753,4.322718,4.028994,4.327088,4.334981,4.345192,4.356709
2007-05-30,4.343279,4.356598,4.369514,4.381807,4.393352,4.404098,4.193119,4.446358,4.473762,4.287386,4.491854,3.861221,4.294385,4.291011,4.291297,4.021773,4.296538,4.305588,4.317086,4.329922
2007-05-29,4.341269,4.354440,4.367227,4.379406,4.390852,4.401511,4.194458,4.443477,4.470719,4.288061,4.488714,3.855783,4.294174,4.290335,4.290320,4.020521,4.295312,4.304137,4.315430,4.328079
